Date,Symbol,Dir,Filled,Result,Trigger,Stop,Exit,Qty,Gross,Net,R,rvol5,Source
2026-05-22,NYKAA,S,Y,exited at stoploss,280.5,281.3,278.3,200,-160,-231,-1.44,16.706409663134036,reconstructed
2026-05-22,NYKAA,S,Y,exited at 15:15,280.5,281.3,278.15,200,-50,-111,-0.69,16.706409663134036,reconstructed
2026-05-22,DALBHARAT,L,N,skipped (no_confirm),1807,1801.1,,,,,,,reconstructed
2026-05-22,MAXHEALTH,S,Y,exited at stoploss,1028.2,1030.9,1021.7,54,-146,-209,-1.43,8.958673638925397,reconstructed
2026-05-22,MAXHEALTH,S,Y,exited at stoploss,1028.2,1030.9,1027.6000000000001,54,-146,-209,-1.44,8.958673638925397,reconstructed
2026-05-22,VBL,S,Y,exited at stoploss,529,530.3,529.8,106,-138,-205,-1.49,7.268688410435349,reconstructed
2026-05-22,VBL,S,Y,exited at stoploss,529,530.3,529.5,106,-138,-205,-1.49,7.268688410435349,reconstructed
2026-05-22,BANKBARODA,L,Y,exited at stoploss,256.9,256.2,256.65000000000003,218,-153,-225,-1.48,5.800793003443157,reconstructed
2026-05-22,BANKBARODA,L,Y,exited at stoploss,256.9,256.2,256.55,218,-153,-225,-1.48,5.800793003443157,reconstructed
2026-05-22,PRESTIGE,S,Y,exited at stoploss,1354.1,1359.35,1350.75,41,-215,-278,-1.29,5.598537313506801,reconstructed
2026-05-22,PRESTIGE,S,Y,exited at stoploss,1354.1,1359.35,1357.35,41,-215,-278,-1.29,5.598537313506801,reconstructed
2026-05-25,BPCL,L,Y,exited at stoploss,307.6,307.5,308.4,182,-18,-89,-4.89,,recorded
2026-05-25,BPCL,L,Y,exited at stoploss,307.6,307.5,307.95,182,-18,-89,-4.89,,recorded
2026-05-25,CANBK,L,N,skipped (no_confirm),132,131,,,,,,,recorded
2026-05-25,LICI,L,N,skipped (no_confirm),841.9,841.8,,,,,,,recorded
2026-05-25,INOXWIND,L,Y,exited at stoploss,98,97,96.3,573,-573,-1207,-2.11,,recorded
2026-05-26,CONCOR,S,Y,exited at 15:15,483.05,483.15,476.4,116,748,687,59.19,,recorded
2026-05-27,EXIDEIND,L,Y,exited at stoploss,372,371.9,373,151,-15,-85,-5.60,,recorded
2026-05-27,EXIDEIND,L,Y,exited at stoploss,372,371.9,373.95,151,-15,-85,-5.61,,recorded
2026-05-27,JSWSTEEL,L,Y,exited at stoploss,1309.5,1309.4,1317,42,-4,-67,-15.99,,recorded
2026-05-27,JSWSTEEL,L,Y,exited at stoploss,1309.5,1309.4,1314.9,42,-4,-67,-15.97,,recorded
2026-05-27,LODHA,L,Y,exited at stoploss,920.5,920.4,923.6,61,-6,-71,-11.66,,recorded
2026-05-27,LODHA,L,Y,exited at stoploss,920.5,920.4,924.8,61,-6,-71,-11.67,,recorded
2026-05-27,OFSS,L,Y,exited at stoploss,9994.5,9994.4,10042.9,5,-1,-56,-111.97,,recorded
2026-05-27,OFSS,L,Y,exited at stoploss,9994.5,9994.4,10039.9,5,-1,-56,-111.94,,recorded
2026-05-27,SJVN,L,Y,exited at 15:15,75,74,75.59,750,233,170,0.23,,recorded
2026-05-27,TITAGARH,L,Y,exited at stoploss,831.3,831.2,839.8500000000001,67,-7,-72,-10.74,,recorded
2026-05-27,TITAGARH,L,Y,exited at stoploss,831.3,831.2,837.4000000000001,67,-7,-72,-10.71,,recorded
2026-05-27,COALINDIA,L,Y,exited at stoploss,439.1,439,440.4,128,-13,-81,-6.35,,recorded
2026-05-27,COALINDIA,L,Y,exited at stoploss,439.1,439,440.04999999999995,128,-13,-81,-6.34,,recorded
2026-05-27,JSWENERGY,L,Y,exited at stoploss,587.5,587.4,589.1,95,-10,-76,-7.98,,recorded
2026-05-27,JSWENERGY,L,Y,exited at stoploss,587.5,587.4,594.9499999999999,95,-10,-76,-8.05,,recorded
2026-05-29,CAMS,L,Y,exited at stoploss,791.3,791.15,791.3000000000001,71,-11,-76,-7.14,,recorded
2026-05-29,CAMS,L,Y,exited at stoploss,791.3,791.15,794.45,71,-11,-76,-7.16,,recorded
2026-05-29,JSL,S,Y,exited at stoploss,719,719.1,717.35,78,-8,-73,-9.39,,recorded
2026-05-29,JSL,S,Y,exited at stoploss,719,719.1,715.45,78,-8,-73,-9.37,,recorded
2026-05-29,JUBLFOOD,L,Y,exited at stoploss,429.5,429.4,431.54999999999995,130,-13,-81,-6.25,,recorded
2026-05-29,JUBLFOOD,L,Y,exited at stoploss,429.5,429.4,431.09999999999997,130,-13,-81,-6.24,,recorded
2026-05-29,KAYNES,S,Y,exited at stoploss,3208.2,3208.3,3197.3,17,-2,-62,-36.67,,recorded
2026-05-29,KAYNES,S,Y,exited at stoploss,3208.2,3208.3,3205.2000000000003,17,-2,-62,-36.76,,recorded
2026-05-29,LODHA,L,Y,exited at stoploss,942.3,942.2,949.4000000000001,59,-6,-70,-11.94,,recorded
2026-05-29,LODHA,L,Y,exited at stoploss,942.3,942.2,946.95,59,-6,-70,-11.92,,recorded
2026-05-29,POLICYBZR,S,Y,exited at stoploss,1748.1,1748.2,1746.5000000000002,32,-3,-66,-20.71,,recorded
2026-05-29,POLICYBZR,S,Y,exited at stoploss,1748.1,1748.2,1745.7,32,-3,-66,-20.70,,recorded
2026-05-29,YESBANK,L,Y,exited at 15:15,24,23,23.13,1000,-150,-176,-0.18,,recorded
2026-05-29,ABFRL,L,Y,exited at 15:15,65,64,64.75,865,-52,-114,-0.13,,recorded
2026-06-01,BSE,S,Y,exited at stoploss,4128,4128.1,4052.4000000000005,13,-1,-60,-46.08,,recorded
2026-06-01,BSE,S,Y,exited at stoploss,4128,4128.1,4047.9000000000005,13,-1,-60,-46.03,,recorded
2026-06-01,LTF,S,Y,exited at stoploss,281,281.1,278.70000000000005,200,-20,-91,-4.56,,recorded
2026-06-01,LTF,S,Y,exited at stoploss,281,281.1,278.6,200,-20,-91,-4.56,,recorded
2026-06-01,CGPOWER,S,Y,exited at stoploss,916.8,916.9,910.45,61,-6,-70,-11.51,,recorded
2026-06-01,CGPOWER,S,Y,exited at stoploss,916.8,916.9,906.85,61,-6,-70,-11.47,,recorded
2026-06-01,IREDA,S,Y,exited at 15:15,130,131,126.35,432,1452,1390,3.22,,recorded
2026-06-01,PNBHOUSING,S,Y,exited at stoploss,1034,1034.1,1031.3999999999999,54,-5,-69,-12.84,,recorded
2026-06-01,PNBHOUSING,S,Y,exited at stoploss,1034,1034.1,1029,54,-5,-69,-12.82,,recorded
2026-06-02,ABB,L,Y,exited at stoploss,7020.5,7020.4,7087.4,8,-1,-64,-79.46,,recorded
2026-06-02,ABB,L,Y,exited at stoploss,7020.5,7020.4,7115.4,8,-1,-64,-79.77,,recorded
2026-06-02,COFORGE,L,Y,exited at stoploss,1490,1489.9,1490.5,37,-4,-66,-17.90,,recorded
2026-06-02,COFORGE,L,Y,exited at stoploss,1490,1489.9,1500.4,37,-4,-67,-18.01,,recorded
2026-06-02,INFY,L,N,skipped (no_confirm),1251,1250.9,,,,,,,recorded
2026-06-02,KEI,L,Y,exited at stoploss,5118,5117.9,5122.9,10,-1,-58,-57.85,,recorded
2026-06-02,KEI,L,Y,exited at stoploss,5118,5117.9,5125.4,10,-1,-58,-57.88,,recorded
2026-06-02,HAVELLS,L,Y,exited at stoploss,1139.6,1139.5,1147.3000000000002,49,-5,-69,-14.12,,recorded
2026-06-02,HAVELLS,L,Y,exited at stoploss,1139.6,1139.5,1149.5,49,-5,-69,-14.15,,recorded
2026-06-03,AARTIIND,S,Y,exited at stoploss,464.3,464.4,463.95,121,-12,-80,-6.60,,recorded
2026-06-03,AARTIIND,S,Y,exited at stoploss,464.3,464.4,464.24999999999994,121,-12,-80,-6.61,,recorded
2026-06-03,ADANIPORTS,S,Y,exited at stoploss,1822.5,1822.6,1818.6,30,-3,-65,-21.50,,recorded
2026-06-03,ADANIPORTS,S,Y,exited at stoploss,1822.5,1822.6,1817.3,30,-3,-64,-21.49,,recorded
2026-06-03,ANGELONE,S,Y,exited at stoploss,337.05,337.2,337.09999999999997,166,-25,-95,-3.80,,recorded
2026-06-03,ANGELONE,S,Y,exited at stoploss,337.05,337.2,335.7,166,-25,-94,-3.79,,recorded
2026-06-03,HDFCAMC,S,Y,exited at 15:15,2546,2546.1,2455.8,22,1001,940,427.49,,recorded
2026-06-03,TATACHEM,S,Y,exited at stoploss,728.75,728.85,728.2,77,-8,-73,-9.51,,recorded
2026-06-03,TATACHEM,S,Y,exited at stoploss,728.75,728.85,728.0500000000001,77,-8,-73,-9.51,,recorded
2026-06-04,OFSS,L,Y,exited at stoploss,9913,9912.9,9938.9,5,-1,-55,-110.83,,recorded
2026-06-04,OFSS,L,Y,exited at stoploss,9913,9912.9,9992.4,5,-1,-56,-111.42,,recorded
2026-06-04,TITAGARH,L,Y,exited at stoploss,857,856.9,866.55,65,-7,-72,-11.03,,recorded
2026-06-04,TITAGARH,L,Y,exited at stoploss,857,856.9,865.9499999999999,65,-7,-72,-11.03,,recorded
2026-06-04,VOLTAS,L,Y,exited at stoploss,1277.9,1277.8,1280.8,44,-4,-69,-15.59,,recorded
2026-06-04,VOLTAS,L,Y,exited at stoploss,1277.9,1277.8,1285.1999999999998,44,-4,-69,-15.64,,recorded
2026-06-04,IIFL,L,Y,exited at stoploss,505.95,505.85,507.3,111,-11,-79,-7.08,,recorded
2026-06-04,IIFL,L,Y,exited at 15:15,505.95,505.85,530.2,111,2520,2458,221.42,,recorded
2026-06-04,BLUESTARCO,L,Y,exited at stoploss,1628,1627.9,1630.6000000000001,34,-3,-66,-19.44,,recorded
2026-06-04,BLUESTARCO,L,Y,exited at stoploss,1628,1627.9,1632.4,34,-3,-66,-19.46,,recorded
2026-06-05,ABCAPITAL,L,Y,exited at stoploss,356.9,356.75,358.15000000000003,157,-24,-93,-3.96,,recorded
2026-06-05,ABCAPITAL,L,Y,exited at stoploss,356.9,356.75,358.55,157,-24,-93,-3.96,,recorded
2026-06-05,BAJFINANCE,L,Y,exited at stoploss,885.9,885.8,886.4,63,-6,-71,-11.25,,recorded
2026-06-05,BAJFINANCE,L,Y,exited at stoploss,885.9,885.8,887.4499999999999,63,-6,-71,-11.26,,recorded
2026-06-05,LTF,L,Y,exited at stoploss,270.6,270.5,270.54999999999995,207,-21,-93,-4.48,,recorded
2026-06-05,LTF,L,Y,exited at stoploss,270.6,270.5,274.45,207,-21,-94,-4.52,,recorded
2026-06-05,YESBANK,L,Y,exited at 15:15,23,22,23.29,1000,360,335,0.33,,recorded
2026-06-05,AMBUJACEM,S,Y,exited at stoploss,428,428.1,427.40000000000003,131,-13,-81,-6.20,,recorded
2026-06-05,AMBUJACEM,S,Y,exited at stoploss,428,428.1,427.25,131,-13,-81,-6.20,,recorded
2026-06-05,HINDZINC,S,Y,exited at stoploss,597.1,597.2,595.3000000000001,94,-9,-76,-8.05,,recorded
2026-06-05,HINDZINC,S,Y,exited at stoploss,597.1,597.2,593.7,94,-9,-75,-8.03,,recorded
2026-06-05,PATANJALI,S,Y,exited at stoploss,424.5,424.6,423.85,132,-13,-81,-6.16,,recorded
2026-06-05,PATANJALI,S,Y,exited at stoploss,424.5,424.6,423.70000000000005,132,-13,-81,-6.16,,recorded
2026-06-05,PNBHOUSING,L,Y,exited at stoploss,1005.5,1005.4,1019.3,55,-6,-70,-12.71,,recorded
2026-06-05,PNBHOUSING,L,Y,exited at stoploss,1005.5,1005.4,1020.8,55,-6,-70,-12.73,,recorded
2026-06-08,ADANIENSOL,L,Y,exited at stoploss,1587.1,1587,1588.8000000000002,35,-3,-66,-18.98,,recorded
2026-06-08,ADANIENSOL,L,Y,exited at stoploss,1587.1,1587,1592.9,35,-3,-67,-19.02,,recorded
2026-06-08,TITAGARH,L,Y,exited at stoploss,848.4,848.3,848.85,66,-7,-72,-10.84,,recorded
2026-06-08,TITAGARH,L,Y,exited at stoploss,848.4,848.3,853.55,66,-7,-72,-10.89,,recorded
2026-06-08,TRENT,L,Y,exited at stoploss,2753.7,2753.6,2758.3,20,-2,-64,-31.84,,recorded
2026-06-08,TRENT,L,Y,exited at stoploss,2753.7,2753.6,2765.3,20,-2,-64,-31.92,,recorded
2026-06-08,VBL,L,Y,exited at stoploss,518.3,518.15,518.75,108,-16,-83,-5.14,,recorded
2026-06-08,VBL,L,Y,exited at stoploss,518.3,518.15,518.35,108,-16,-83,-5.14,,recorded
2026-06-08,VOLTAS,L,Y,exited at stoploss,1288,1287.9,1303.9,43,-4,-68,-15.84,,recorded
2026-06-08,VOLTAS,L,Y,exited at stoploss,1288,1287.9,1305.3000000000002,43,-4,-68,-15.86,,recorded
2026-06-08,ALKEM,L,Y,exited at stoploss,5259.5,5259.4,5271.9,10,-1,-59,-59.49,,recorded
2026-06-08,ALKEM,L,Y,exited at stoploss,5259.5,5259.4,5267.4,10,-1,-59,-59.44,,recorded
2026-06-08,FORTIS,L,Y,exited at 15:15,978.7,978.6,989.45,57,596,534,93.73,,recorded
2026-06-09,OFSS,S,Y,exited at stoploss,9705.5,9705.6,9702.6,5,-1,-54,-108.23,,recorded
2026-06-09,OFSS,S,Y,exited at stoploss,9705.5,9705.6,9681.1,5,-1,-54,-107.99,,recorded
2026-06-09,NATIONALUM,S,Y,exited at stoploss,375.05,375.2,373.5,149,-22,-91,-4.07,,recorded
2026-06-09,NATIONALUM,S,Y,exited at stoploss,375.05,375.2,373.54999999999995,149,-22,-91,-4.07,,recorded
2026-06-10,JSWSTEEL,L,Y,exited at stoploss,1266,1265.9,1266,44,-4,-68,-15.43,,recorded
2026-06-10,JSWSTEEL,L,Y,exited at stoploss,1266,1265.9,1278.2,44,-4,-68,-15.56,,recorded
2026-06-10,DMART,L,Y,exited at stoploss,4132,4131.9,4161.099999999999,13,-1,-61,-47.27,,recorded
2026-06-10,DMART,L,Y,exited at stoploss,4132,4131.9,4158.2,13,-1,-61,-47.24,,recorded
2026-06-10,PAYTM,L,Y,exited at stoploss,1074.8,1074.7,1074.9,52,-5,-69,-13.33,,recorded
2026-06-10,PAYTM,L,Y,exited at stoploss,1074.8,1074.7,1077.5,52,-5,-69,-13.35,,recorded
2026-06-10,PIDILITIND,L,Y,exited at stoploss,1512.8,1512.7,1513.9,37,-4,-67,-18.15,,recorded
2026-06-10,PIDILITIND,L,Y,exited at stoploss,1512.8,1512.7,1513.9,37,-4,-67,-18.15,,recorded
2026-06-11,ICICIBANK,L,Y,exited at stoploss,1302.5,1302.4,1302.6000000000001,43,-4,-68,-15.83,,recorded
2026-06-11,ICICIBANK,L,Y,exited at stoploss,1302.5,1302.4,1309.9,43,-4,-68,-15.91,,recorded
2026-06-11,JSL,L,Y,exited at stoploss,661.5,661.4,670.9,85,-9,-75,-8.88,,recorded
2026-06-11,JSL,L,Y,exited at stoploss,661.5,661.4,671.6999999999999,85,-9,-76,-8.89,,recorded
2026-06-11,KEI,L,Y,exited at stoploss,5166.5,5166.4,5172.4,10,-1,-58,-58.40,,recorded
2026-06-11,KEI,L,Y,exited at stoploss,5166.5,5166.4,5180.9,10,-1,-58,-58.49,,recorded
2026-06-11,SOLARINDS,L,Y,exited at stoploss,17770,17769.9,17803.9,3,0,-59,-197.34,,recorded
2026-06-11,SOLARINDS,L,Y,exited at stoploss,17770,17769.9,17807.9,3,0,-59,-197.39,,recorded
2026-06-11,VEDL,L,Y,exited at stoploss,300.7,300.55,302.55,187,-28,-100,-3.55,,recorded
2026-06-11,VEDL,L,Y,exited at stoploss,300.7,300.55,302.5,187,-28,-100,-3.55,,recorded
2026-06-11,IDEA,L,Y,exited at 15:15,15,14,14.18,1000,-50,-66,-0.07,,recorded
2026-06-11,TORNTPHARM,L,Y,exited at 15:15,4532.8,4532.7,4568.8,12,136,75,62.87,,recorded
2026-06-11,IRCTC,L,Y,exited at stoploss,517,516.9,519.75,108,-11,-78,-7.22,,recorded
2026-06-11,IRCTC,L,Y,exited at stoploss,517,516.9,517.6,108,-11,-78,-7.19,,recorded
2026-06-12,CYIENT,S,Y,exited at stoploss,871.5,873.9,873.25,64,-154,-218,-1.42,8.36,recorded
2026-06-12,CYIENT,S,Y,exited at stoploss,871.5,873.9,870.3,64,-154,-218,-1.42,8.36,recorded
2026-06-12,LT,L,Y,exited at stoploss,4002,3994.7,3995.3999999999996,14,-102,-165,-1.61,4.46,recorded
2026-06-12,LT,L,Y,exited at stoploss,4002,3994.7,3999.5,14,-102,-165,-1.61,4.46,recorded
2026-06-12,ICICIGI,S,Y,exited at stoploss,1685,1689.6,1686.5,33,-152,-215,-1.41,4.3,recorded
2026-06-12,ICICIGI,S,Y,exited at stoploss,1685,1689.6,1689.3,33,-152,-215,-1.41,4.3,recorded
2026-06-12,PNB,S,Y,exited at stoploss,105,106,105.85,535,-535,-1132,-2.12,3.96,recorded
2026-06-12,TATACHEM,L,N,skipped (no_confirm),762.75,759.95,,,,,,,recorded
2026-06-12,BALKRISIND,S,Y,exited at stoploss,1993.6,2001.05,1997.95,28,-209,-271,-1.30,3.19,recorded
2026-06-15,LTF,L,N,skipped (no_confirm),295.05,294.15,,,,,,,recorded
2026-06-15,CHOLAFIN,L,Y,exited at stoploss,1659,1653.35,1654.6499999999999,33,-186,-248,-1.33,11.68,recorded
2026-06-15,CHOLAFIN,L,Y,exited at stoploss,1659,1653.35,1655.75,33,-186,-248,-1.33,11.68,recorded
2026-06-15,ASIANPAINT,S,Y,exited at 15:15,2780,2786.2,2741.2,20,768,707,5.70,9.46,recorded
2026-06-15,PETRONET,L,Y,exited at stoploss,287,286.3,286.35,195,-136,-208,-1.52,7.47,recorded
2026-06-15,PETRONET,L,Y,exited at stoploss,287,286.3,289.45,195,-136,-208,-1.53,7.47,recorded
2026-06-15,LT,L,Y,exited at stoploss,4194.7,4186.4,4203.599999999999,13,-108,-169,-1.56,7.26,recorded
2026-06-15,LT,L,Y,exited at stoploss,4194.7,4186.4,4196.5,13,-108,-169,-1.56,7.26,recorded
